artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2,1930,5,7,5602,39,1207972997,72,105,92,13,28,75,D#,Minor,70,24,69,8,0,53,4
1,1992,1,1,1031,0,378285691,83,32,5,0,0,97,C#,Minor,66,94,87,13,0,13,3
1,2194,5,27,15016,18,885036540,125,121,399,5,297,85,B,Minor,65,52,55,3,0,19,11
1,2142,11,16,450,6,155443494,14,116,9,0,11,127,E,Minor,72,69,90,4,0,49,16
2,2051,12,25,2836,0,263345002,54,18,143,0,23,114,G,Minor,93,78,46,62,0,7,8
2,2021,9,26,12405,87,1158995303,276,199,578,49,709,133,G,Minor,50,41,97,4,0,35,4
3,1885,12,2,1950,62,279177790,16,130,20,2,244,90,G,Minor,66,17,76,16,0,10,5
2,2137,12,2,877,0,101901831,3,7,10,0,0,117,G#,Major,82,15,50,9,0,39,5
1,1888,3,12,1196,7,221381184,16,11,15,0,4,126,F,Major,96,79,52,39,0,9,6
1,1864,11,10,8792,0,416301195,35,56,106,1,0,119,F,Major,52,27,43,1,3,7,3
1,1953,10,24,3076,8,517323436,80,33,82,5,27,117,B,Minor,81,86,93,8,0,15,3
1,1983,2,26,966,36,190747385,16,23,27,6,0,79,,Major,50,54,46,88,0,14,39
1,2158,12,24,13529,0,465548013,189,29,464,0,0,117,,Major,56,24,59,0,2,29,3
1,1851,8,25,3563,11,1008105253,8,0,217,0,2,131,B,Minor,80,18,27,83,0,10,26
3,1978,3,19,5564,0,282266219,128,77,129,0,5,126,E,Minor,61,47,70,3,0,15,4
1,1836,1,1,18478,54,1042788538,84,150,1679,3,218,122,C#,Minor,55,26,71,6,0,11,3
1,1824,3,18,2088,43,124461726,50,113,60,1,0,92,F#,Minor,46,18,37,73,9,12,3
2,2187,2,25,3414,44,555902321,91,78,69,1,17,68,C#,Minor,52,53,56,21,0,46,7
1,2212,4,24,2071,0,267424053,50,9,45,0,1,78,G,Major,35,21,70,10,0,9,8
2,2188,4,9,16388,0,1644100685,393,65,495,0,11,122,G#,Major,85,75,61,29,0,14,3
2,2203,8,12,15154,28,2184981637,227,104,1046,2,134,118,E,Minor,38,11,27,87,0,11,3
1,2013,1,1,9228,0,224719247,109,30,50,0,1,166,G,Minor,76,90,75,85,0,7,9
1,1903,5,13,5854,0,274287009,56,15,67,0,220,127,D#,Minor,82,38,71,37,0,11,15
2,2055,10,29,11668,21,1837007622,202,179,532,10,24,113,E,Minor,67,15,58,37,0,12,5
1,2055,11,1,522,1,230000772,16,83,11,0,0,116,A,Major,77,61,78,6,0,5,10
1,2018,5,21,3960,0,774913277,22,20,99,0,6,174,A,Major,42,17,28,94,0,36,4
1,2014,5,14,2594,0,118379190,3,7,14,0,1,134,G,Major,83,51,43,73,0,14,9
1,1830,4,8,2228,6,192302434,57,74,42,0,168,147,A#,Minor,79,56,47,6,0,35,7
2,2161,8,25,3039,14,340338346,36,53,57,3,1,84,B,Minor,60,34,81,25,0,23,40
1,2067,11,21,3637,8,452788432,48,47,41,9,1,93,A#,Major,66,9,45,28,0,15,8
1,2054,1,6,3667,0,365806456,47,84,59,0,,93,,Minor,63,83,81,28,0,29,5
3,2050,4,28,5731,15,528171206,135,86,69,0,32,91,C#,Major,50,31,60,30,0,7,37
2,2000,3,26,400,0,73522191,17,16,5,0,1,143,B,Minor,70,11,82,7,47,29,7
2,2211,2,3,386,11,153754585,4,68,4,2,34,174,A,Major,55,88,57,8,0,6,5
1,2130,11,17,6435,0,416480283,93,1,292,0,0,132,C#,Major,47,75,25,100,0,18,4
5,1952,13,14,1928,15,205757486,18,7,32,2,0,102,C#,Major,73,78,94,19,0,7,5
1,2069,2,17,1430,2,143953720,55,7,49,0,154,85,F,Major,58,74,76,7,0,35,3
2,1958,4,1,2649,40,471556716,27,59,43,7,83,91,F,Minor,73,50,83,31,0,7,6
1,1933,1,1,31295,66,1467164694,237,0,3854,8,0,151,F,Minor,48,42,57,9,0,10,3
1,1967,11,19,2747,0,307135775,42,38,22,2,0,164,G,Major,76,37,59,6,0,8,6
1,2001,10,8,1864,34,333234157,16,20,23,3,4,109,,Minor,72,49,51,77,12,10,12
3,1904,1,29,2060,0,102871030,79,1,47,0,9,116,,Major,70,83,81,16,0,40,6
2,2063,3,9,4680,47,221575544,153,105,267,10,680,146,A,Major,68,31,90,4,4,8,4
1,2150,10,23,1080,0,110181173,4,0,8,0,0,182,F#,Major,40,7,25,87,1,12,6
3,2067,11,2,1778,49,252791747,26,98,32,1,183,116,C#,Minor,79,48,55,20,0,19,37
2,2031,9,29,2619,13,332329482,57,7,54,3,1,97,F,Minor,76,61,74,6,0,9,7
3,2043,11,18,927,18,333399197,11,82,35,0,22,105,,Major,69,36,88,17,0,45,4
3,2113,6,11,662,2,117989702,16,0,23,0,31,139,D#,Minor,71,75,38,45,0,7,49
1,2181,1,1,10127,0,629663755,208,119,321,0,0,157,F#,Minor,67,82,59,47,0,9,4
1,2036,3,25,19649,5,1454322947,39,0,7929,0,0,117,A,Major,47,22,79,0,0,67,4
1,2064,5,5,716,0,41422666,35,3,27,0,54,180,F#,Minor,52,46,77,9,0,32,5
1,1869,11,24,9952,0,401879719,120,68,278,0,0,92,D,Major,55,81,80,37,0,30,3
2,2097,4,8,673,33,198721420,18,103,25,9,222,158,F#,Major,57,42,75,38,0,10,3
1,1916,8,21,2392,24,681939234,80,52,48,0,8,142,F#,Major,61,19,55,47,1,30,3
4,1971,1,5,753,3,213938973,34,0,11,0,0,186,F,Minor,72,65,48,36,0,40,4
1,1950,6,17,2641,0,178970527,41,102,25,0,2,129,A#,Minor,91,8,50,10,0,9,14
4,2203,5,21,3736,3,363662992,36,1,31,0,1,185,A,Minor,73,77,87,12,0,16,14
2,2110,5,13,3251,0,124220194,4,0,20,0,0,149,A#,Minor,55,48,77,18,0,12,35
1,1832,12,17,2992,0,226236449,45,0,100,0,0,154,A#,Major,63,42,50,11,0,12,16
1,1896,1,1,13505,45,1134061894,80,122,1987,5,544,99,D,Minor,57,50,62,0,0,14,3
2,2094,4,25,374,9,79072444,15,92,11,0,64,109,B,Minor,69,27,70,1,0,40,6
1,2191,7,7,690,45,62804012,25,90,31,12,202,104,F,Major,63,27,72,36,0,12,4
2,2114,10,20,667,15,217841678,18,63,17,5,50,108,B,Major,68,88,57,57,0,5,2
2,2021,6,1,2015,97,172961963,68,204,96,17,968,130,C#,Major,100,72,59,17,0,7,26
2,1868,4,28,413,4,84381654,18,7,43,1,27,111,F#,Minor,81,75,53,40,0,28,5
1,2211,6,4,9699,31,1337530035,111,90,159,4,0,187,C#,Major,63,44,61,28,0,15,11
1,2116,12,8,971,0,86196527,6,22,3,0,0,71,,Major,63,18,20,80,0,12,5
1,2187,1,21,917,20,174325879,11,25,7,1,7,182,E,Minor,76,103,61,26,0,22,6
1,2093,4,8,2240,6,178495930,60,69,44,0,181,130,A#,Minor,85,52,40,6,0,33,7
1,2050,4,15,6243,0,1176845563,171,19,336,0,1,116,E,Major,67,8,35,71,0,9,5
2,1911,11,4,9367,7,719286788,229,100,292,0,5,115,G,Minor,81,42,73,3,0,10,4
2,2119,3,4,6019,4,803223973,197,38,533,8,36,103,G#,Major,80,92,74,16,0,34,4
1,1868,12,30,38063,6,1365961279,199,136,6643,2,79,95,G#,Major,77,57,69,12,0,5,3
2,2000,6,24,983,33,49600170,40,73,60,3,166,142,C#,Minor,75,80,85,17,0,43,5
1,2127,4,7,624,2,158457163,12,6,13,0,15,116,F#,Major,73,59,41,67,0,12,6
2,1939,3,3,480,0,88681609,7,10,12,0,0,74,C#,Minor,62,69,67,56,0,10,41
2,2172,3,32,720,9,159586415,14,86,20,2,27,142,D,Major,85,52,66,39,0,10,4
1,1911,9,26,9140,0,367079761,45,26,1265,0,42,110,G#,Major,44,8,18,76,38,11,3
1,2102,12,9,868,0,80857534,6,20,3,0,0,70,,Major,58,19,19,80,0,12,5
2,1850,2,10,675,24,332795599,9,107,7,3,61,150,A,Minor,51,84,63,22,0,11,6
1,1892,1,9,2137,0,107979129,42,123,377,0,2,91,D,Minor,60,63,50,38,0,23,11
2,2051,9,27,6530,5,516044619,123,15,61,0,2,137,C#,Major,71,15,63,1,0,22,34
1,2003,11,26,483,18,206193825,4,11,5,1,2,178,D,Minor,79,75,50,62,0,11,33
1,1960,9,13,23111,29,2178894020,201,94,4702,1,0,133,E,Minor,54,38,66,67,0,11,5
1,2085,7,22,19353,3,2257219194,250,106,2671,0,92,111,E,Major,63,19,38,59,0,9,5
1,1958,9,24,55602,14,1846109701,307,96,4658,2,109,134,C#,Major,34,22,92,0,0,11,8
2,1993,1,1,25528,33,1043902006,67,110,724,0,493,154,E,Minor,80,35,57,7,0,22,10
3,1955,2,25,1079,0,115401563,27,3,20,0,19,132,C#,Minor,89,43,70,8,0,10,5
1,1826,12,9,9031,0,439311690,31,60,109,1,0,110,F,Major,56,24,41,1,3,7,3
2,2122,12,5,84,0,127233958,11,103,0,0,48,94,A,Major,60,47,53,84,0,6,3
2,2102,2,10,1441,0,145852733,43,1,34,0,0,138,,Major,55,28,28,96,0,30,3
1,1852,3,22,1360,12,158858900,60,96,33,0,396,97,G#,Major,68,72,64,20,0,11,3
1,2084,4,14,2068,0,576460104,30,0,48,0,0,171,F#,Minor,85,70,57,46,0,11,32
2,1894,6,3,5309,15,574067121,86,21,80,15,36,94,F,Major,71,41,64,13,0,12,7
1,1828,3,32,13617,9,1326374786,136,5,557,0,0,149,B,Minor,30,53,67,0,0,9,4
3,2119,6,24,2971,41,746875956,39,0,4,0,0,106,D,Major,83,67,64,66,0,9,3
1,2056,13,9,1007,0,62235501,5,9,1,0,0,94,D,Major,50,48,74,9,0,31,4
1,2048,5,25,3258,105,115844609,0,0,145,41,0,116,B,Minor,62,73,83,2,0,35,5
2,2177,5,20,1197,21,61437676,40,14,52,2,3,90,G#,Major,74,59,66,11,0,10,24
1,2035,3,3,184,0,33433862,5,9,0,0,0,137,,Major,52,65,84,5,0,34,4
1,1906,2,23,3174,53,214378482,77,106,131,20,907,159,D#,Minor,56,27,80,24,0,13,8
1,2105,5,10,1427,14,426791768,24,64,48,1,197,131,E,Major,65,22,38,75,0,34,3
1,2205,2,20,1274,0,49729157,44,55,31,0,0,72,B,Major,44,32,78,20,0,10,5
3,2114,7,6,896,0,119686778,51,3,56,0,0,89,C#,Major,88,80,86,9,0,7,12
1,2196,11,4,2138,38,405172457,35,26,34,5,1,100,B,Minor,71,55,76,26,0,11,15
2,2086,1,30,7934,0,706541581,93,31,124,0,0,96,G#,Major,92,81,87,3,0,16,10
1,2087,6,10,272,0,79113796,0,19,6,0,0,162,G#,Minor,59,70,84,4,0,22,12
1,2206,2,10,3616,9,411052593,110,48,803,21,,103,B,Major,74,79,76,39,0,11,4
2,1886,5,18,5777,29,587399428,83,125,63,1,35,171,,Major,54,44,62,0,0,8,18
1,2098,5,22,3582,0,772928638,19,19,105,0,7,188,A,Major,38,19,30,81,0,33,4
1,2140,7,29,251,0,64361961,12,2,14,0,4,133,E,Minor,74,56,61,32,0,12,4
1,1900,5,27,292,13,90768980,12,103,7,2,60,115,,Major,71,67,73,55,0,10,5
1,2077,4,19,1989,0,162817795,4,2,54,0,0,94,E,Minor,70,31,43,87,26,11,3
1,2054,8,15,2186,29,357389281,75,12,42,7,63,144,G#,Major,77,74,68,3,0,27,4
2,2058,6,2,963,0,141547742,0,0,2,0,0,88,F#,Major,84,51,81,10,0,10,5
2,2156,3,3,2300,44,221784680,73,79,118,11,340,114,G#,Minor,75,71,66,3,1,12,4
2,2205,1,24,4462,0,327493240,144,67,112,1,20,128,A#,Major,79,48,77,20,0,30,4
1,1924,6,23,351,21,45948104,12,15,16,4,91,106,C#,Major,65,40,74,31,0,31,6
1,2112,5,5,4609,0,489497603,85,14,87,0,18,166,G#,Minor,84,74,57,8,0,13,25
1,2130,4,8,2594,0,228234405,76,0,49,0,0,80,A,Major,69,30,31,57,1,11,4
2,1848,3,26,7675,75,971859925,218,118,322,35,100,117,B,Major,82,85,80,45,0,13,4
3,2050,6,2,1216,35,116508418,42,59,57,11,119,116,A#,Minor,79,17,67,7,0,9,5
1,2156,5,18,1962,1,229663229,8,1,19,0,0,181,A,Major,78,90,46,32,0,17,24
1,2139,5,23,3073,0,696348977,9,0,71,0,0,171,A#,Minor,76,74,62,23,0,7,14
1,2023,3,3,366,4,90499156,4,21,0,0,0,127,F#,Minor,59,67,87,0,0,36,3
2,2137,1,1,17941,35,1318787732,130,78,915,1,511,133,,Major,43,85,93,7,0,5,25
1,2132,9,23,8334,99,866069343,124,200,137,13,558,172,A,Major,52,59,75,11,0,11,15
2,2062,1,6,1063,0,87238409,10,9,9,0,0,101,D,Major,73,77,89,10,0,33,18
2,1929,5,13,2934,0,125303151,4,0,24,0,0,148,A#,Minor,54,52,73,20,0,12,38
1,2216,2,25,2948,59,193286715,68,99,153,17,848,159,D#,Minor,53,31,76,23,0,13,8
2,1954,11,3,625,0,71323064,2,0,7,0,0,91,C#,Major,78,83,69,4,0,7,6
1,1950,3,9,4015,13,621114583,31,111,85,0,28,101,D,Major,57,35,63,5,0,15,3
1,1886,10,13,10084,22,1377314176,254,84,702,23,8,137,F,Major,56,13,34,54,0,12,3
1,1941,1,8,1310,0,101083712,3,19,15,0,0,91,E,Minor,52,54,60,44,0,34,21
1,2056,1,1,20156,28,1471156141,84,55,3372,1,17,96,F,Minor,93,78,65,3,0,4,7
2,1927,1,1,45465,0,1579665131,203,126,6408,1,,124,,Major,81,71,52,50,0,9,4
2,2134,1,25,4754,0,286446831,137,79,121,1,18,121,A#,Major,81,54,79,17,0,29,4
3,1919,7,20,13973,59,949067140,84,54,271,1,335,74,F#,Major,61,57,60,34,0,11,9
2,1948,2,31,5220,21,807878550,50,38,93,0,0,92,C#,Major,79,62,89,3,0,8,5
1,1952,1,1,27819,7,1264601477,217,111,5192,1,35,89,F#,Minor,91,85,72,28,0,7,38
3,1888,2,5,1663,10,204773010,0,0,22,0,0,136,B,Minor,76,34,93,1,11,14,4
2,2164,9,16,735,5,289099814,16,78,4,2,0,144,,Major,79,78,71,30,1,14,4
2,2062,3,3,1996,43,205475305,77,72,113,12,302,132,G#,Minor,72,71,64,3,1,10,4
1,2206,7,4,1484,36,313724272,15,15,20,0,0,138,C#,Major,61,59,39,23,0,12,23
1,1808,1,1,4655,0,190423540,32,3,70,0,0,178,G#,Major,55,97,37,67,0,10,5
3,2071,11,16,1182,20,211122358,39,20,60,4,78,86,F#,Minor,89,87,86,45,0,19,12
2,1871,8,11,15460,27,2502391455,201,101,999,2,129,115,E,Minor,36,13,30,88,0,10,3
3,2186,8,16,3412,0,359647090,63,3,72,0,3,103,C#,Minor,84,33,50,43,0,10,6
1,1933,4,9,2430,13,368313983,47,90,1,0,8,136,F#,Major,66,50,67,5,0,9,3
3,2092,6,10,730,2,142126335,16,0,25,0,31,139,D#,Minor,68,81,44,48,0,7,41
1,1936,1,1,9127,0,260055721,120,30,49,0,1,163,G,Minor,75,94,73,83,0,7,9
1,2111,4,32,2864,2,423835703,27,2,38,1,0,186,A#,Minor,85,66,65,6,0,10,37
3,1864,9,17,3461,0,358205552,63,3,73,0,3,121,C#,Minor,81,31,49,40,0,12,5
2,2083,3,27,682,10,163304509,15,87,22,2,26,142,D,Major,78,58,63,39,0,10,4
2,2097,9,28,1699,0,232861881,32,53,34,0,2,141,D,Minor,62,17,64,18,0,20,8
2,2161,7,9,17292,38,2710987113,501,100,823,28,0,159,C#,Major,58,51,72,4,0,10,5
2,2074,4,21,2702,30,650278903,60,86,68,0,123,109,A#,Major,36,32,58,79,0,20,3
3,2072,3,5,15820,0,1085110702,236,116,526,0,10,144,F,Major,58,77,57,16,0,9,3
1,2161,5,14,1169,0,42362018,0,0,0,0,0,99,G,Major,41,69,39,87,0,9,9
2,1995,11,29,3296,0,240791591,83,23,66,0,0,122,,Major,71,69,95,4,0,47,3
1,2115,3,12,3973,40,785665208,93,118,321,16,154,125,F,Minor,81,63,73,2,0,6,5
3,1860,1,1,12763,0,411107660,69,75,130,0,0,89,A,Major,23,19,24,91,0,41,3
1,2109,1,28,501,20,248203841,7,64,4,2,12,148,G,Minor,67,100,80,17,0,5,5
2,2181,6,17,1683,0,102499234,0,0,13,0,0,85,,Major,74,67,72,6,0,18,19
5,1876,6,2,199,0,32054336,3,11,3,0,0,111,F,Major,84,56,55,44,49,28,8
1,2122,2,16,2283,19,403003211,64,22,40,1,0,85,G#,Major,45,27,66,34,0,14,14
1,2079,1,1,12787,60,1204130435,49,96,2573,5,208,91,E,Minor,64,24,73,23,0,14,29
3,1898,11,19,966,0,172643643,28,26,15,0,0,90,F#,Minor,61,77,80,15,0,11,9
5,2166,12,14,1786,16,232369186,21,8,29,2,0,103,C#,Major,75,75,85,17,0,8,5
1,1974,4,23,3184,6,592080043,46,53,136,1,32,174,G#,Minor,40,23,46,5,0,11,3
1,2170,9,18,7779,0,879668270,158,8,301,0,4,80,C#,Minor,74,53,80,1,0,5,20
2,2064,1,1,31490,0,770402008,149,43,4940,1,1010,91,D#,Minor,100,31,84,3,0,9,26
1,1899,3,3,1205,0,84448240,47,11,19,0,19,93,C#,Major,72,30,73,11,0,10,25
2,2213,11,25,494,4,88672392,6,1,22,0,1,79,C#,Major,56,40,36,76,0,10,35
1,2098,1,1,4972,0,744413582,86,105,452,0,,108,C#,Major,66,35,48,45,0,9,3
3,1957,11,19,992,0,166787187,31,28,16,0,0,90,F#,Minor,67,80,81,18,0,12,7
2,1960,3,18,8779,5,1150064162,250,96,476,3,10,118,,Major,64,69,86,3,0,10,3
1,1956,5,12,2079,9,358643051,33,95,8,0,14,129,A,Major,68,61,88,27,0,57,3
2,2087,5,1,318,8,12345106,5,2,31,2,72,133,B,Minor,93,63,69,39,0,13,25
2,2209,5,12,1486,0,74563077,4,1,6,0,0,105,B,Major,60,57,69,31,0,9,39
1,2023,6,2,306,19,59683627,9,97,5,0,67,104,F,Minor,83,72,79,9,0,7,36
1,1844,1,1,7216,0,427438367,98,112,73,0,0,133,,Major,62,89,32,61,0,14,3
1,1979,3,21,2815,30,212708909,109,74,102,3,661,109,D,Major,71,41,57,29,0,10,6
1,2206,11,4,1665,0,234235665,41,43,38,15,0,145,G#,Major,49,14,51,41,13,29,5
1,1934,2,4,2620,0,342104463,106,12,51,0,13,175,D,Minor,67,67,59,1,0,13,4
2,1981,3,18,2747,48,592839480,53,118,66,12,324,159,D,Minor,78,54,48,22,0,8,34
1,1962,12,1,12509,0,379147550,146,67,257,0,0,135,C#,Major,39,20,14,80,0,10,4
1,2045,5,2,648,0,242052931,19,76,8,0,0,112,G,Major,80,43,64,5,0,12,13
1,2121,8,5,2177,16,307737683,75,88,58,0,159,79,G#,Major,37,37,64,22,0,7,6
1,2138,10,21,1841,0,281715497,41,50,19,0,0,173,D,Major,65,33,61,2,0,4,29
2,2013,6,3,5468,15,553967871,99,20,80,14,40,106,F,Major,73,39,70,12,0,12,6
1,2054,1,6,34884,10,3555264718,35,0,6686,7,0,87,C#,Minor,81,102,70,61,0,10,8
1,1825,3,9,4262,13,567228246,30,99,96,0,32,88,D,Major,53,36,62,5,0,16,3
1,1938,9,15,490,11,216990547,2,137,12,0,1,138,G,Major,95,55,56,8,0,64,9
1,1894,12,2,3375,53,379222057,110,64,161,8,513,193,A#,Minor,55,74,38,53,0,10,7
1,1961,5,6,4797,30,939758359,77,107,90,9,2,98,F,Minor,77,31,60,29,0,12,3
2,1981,13,20,3887,41,566742083,51,80,82,13,180,170,F#,Minor,81,57,77,5,0,11,7
1,1884,7,9,814,0,188363858,40,10,23,1,1,139,D#,Major,68,31,41,81,0,9,42
1,2218,1,7,770,0,51655916,1,7,6,0,0,71,A,Minor,27,10,50,63,0,47,5
3,2059,1,1,11651,0,385777219,71,77,115,0,0,91,A,Major,22,17,27,96,0,43,3
1,1990,1,29,633,0,149745228,30,69,62,0,0,147,F,Minor,91,97,82,15,0,8,5
1,1999,6,25,14870,16,1335152418,276,98,975,21,,118,G,Major,79,48,76,1,0,14,3
1,1951,5,6,4348,33,899768536,74,106,91,9,2,109,F,Minor,81,32,66,27,0,12,3
1,2204,1,1,4716,0,676078823,93,100,528,0,,115,C#,Major,75,30,47,53,0,8,3
2,2018,11,12,2200,27,286791390,47,68,58,1,15,123,F,Minor,97,42,67,49,0,9,30
1,1981,1,8,974,0,68064851,1,16,12,0,0,90,A,Minor,29,13,45,49,0,19,3
1,1876,7,12,889,108,31460547,77,207,88,23,1193,81,,Major,43,15,9,94,0,9,3
2,2066,2,26,3416,44,521913502,95,82,73,1,16,69,C#,Minor,52,53,50,21,0,48,7
1,1898,5,18,2621,0,269595682,23,11,41,0,0,145,,Major,64,67,49,44,0,19,4
1,2007,7,14,817,76,21821769,72,144,52,1,273,127,F,Minor,81,38,78,0,0,12,6
2,1933,2,2,937,10,232553218,13,79,64,3,74,145,A,Major,64,63,69,36,0,31,22
1,1997,10,20,2233,0,173966960,12,7,23,0,1,151,E,Major,36,25,56,8,0,14,3
1,1987,5,18,1539,0,146975479,28,2,28,0,0,116,,Major,38,30,21,90,0,10,4
1,2007,8,19,3426,40,542909619,46,63,54,4,3,99,F,Major,89,56,50,9,0,27,7
1,1968,6,22,346,19,44894269,11,16,16,4,85,98,C#,Major,61,43,82,30,0,27,6
2,1843,6,22,205,11,61027219,19,112,8,1,74,129,A,Minor,79,73,63,31,0,16,4
1,2120,11,24,1198,0,63388375,31,0,20,0,2,102,C#,Minor,67,57,76,12,0,10,6
1,1929,2,13,1356,23,214215639,55,29,58,4,51,120,A,Major,99,62,56,56,0,31,20
1,2078,12,4,801,2,86644357,27,17,30,1,0,88,E,Minor,67,31,68,14,0,12,5
2,1904,3,16,2797,40,593744090,44,115,61,14,368,176,D,Minor,77,59,47,23,0,7,35
1,1866,1,33,415,0,79146332,16,17,0,0,0,147,D,Major,69,78,89,9,0,9,4
1,2072,1,8,12548,3,1851079760,172,58,533,0,,143,A#,Major,53,21,42,69,0,11,7
4,2133,7,19,772,0,161197647,13,1,14,0,0,112,A,Major,80,45,76,5,0,6,7
2,2042,3,22,608,3,94649839,11,3,18,1,1,118,B,Minor,76,81,76,58,0,14,32
1,2160,5,21,2184,0,294818479,22,3,42,0,0,149,D#,Major,52,36,53,70,0,10,4
3,1857,6,2,784,15,96989885,17,55,25,1,40,88,A,Minor,57,14,50,4,0,21,4
2,2067,1,14,407,2,166019107,15,44,23,1,16,105,,Major,73,65,74,7,0,25,4
3,1873,10,5,4926,0,352042000,67,37,81,0,0,88,D,Major,60,80,66,6,0,36,4
1,2198,8,11,11159,4,663665384,26,0,885,0,0,96,C#,Major,38,15,25,81,5,10,3
1,2103,6,10,696,47,111424751,20,102,25,4,71,91,G,Major,61,59,55,3,0,37,3
1,2115,1,1,16212,0,712492165,177,183,195,0,,152,G#,Major,72,92,39,77,0,48,5
2,1843,3,1,947,5,148809036,7,28,48,1,28,164,F#,Major,68,70,83,28,0,85,5
3,2144,5,20,1187,4,188574280,22,2,59,1,3,124,G#,Major,79,79,70,47,0,36,8
3,1960,7,2,1204,42,104843272,44,60,54,11,112,99,A#,Minor,68,15,59,6,0,10,5
3,2126,9,23,4475,0,434675471,114,2,70,14,1,107,,Minor,66,70,65,0,0,15,4
2,2148,5,6,1746,0,116085467,14,3,3,0,0,103,B,Major,76,36,51,57,0,11,38
3,2016,8,5,1528,0,221133049,56,2,34,0,0,113,,Major,79,91,91,2,0,23,13
1,1861,5,14,564,0,174593967,5,39,1,0,0,148,F#,Minor,71,88,59,43,0,9,4
2,2192,12,28,3018,0,220080309,89,20,69,0,0,113,,Major,68,67,89,4,0,45,3
1,1875,9,23,11217,0,1712439117,242,52,1472,2,68,131,D,Major,91,92,85,34,0,10,6
1,1973,13,9,725,0,56412670,2,14,1,0,0,111,D,Major,58,50,55,63,0,15,8
1,2171,1,1,25075,28,1301669535,50,72,1156,2,1,97,D,Major,70,84,68,4,0,8,4
1,1849,5,6,3942,32,953779749,34,68,40,6,2,90,G,Minor,82,24,46,13,0,5,5
