artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
1,2029,1,6,22472,19,1590035331,214,74,839,0,119,115,C#,Major,79,79,48,55,0,7,3
2,1912,5,13,1869,0,61910610,1,0,3,0,0,163,A,Major,72,26,53,28,0,35,32
1,1845,6,23,551,0,214593080,18,20,15,0,2,102,D,Major,84,37,89,4,0,3,5
1,2217,6,30,8497,12,819311039,157,78,137,15,29,170,C#,Major,74,68,49,66,0,35,4
1,1952,1,1,29268,55,2183091889,312,60,1026,1,0,105,C#,Major,48,51,66,42,0,14,4
2,2216,6,1,2352,91,189237213,70,204,84,16,997,145,C#,Major,87,69,62,17,0,8,26
1,2158,11,20,1800,0,170029829,4,5,8,0,0,157,G,Major,49,55,91,40,0,14,13
3,2006,2,22,1246,0,106486504,30,3,19,0,20,137,C#,Minor,77,45,63,7,0,10,6
1,1929,2,14,1258,23,211558601,48,30,63,4,56,130,A,Major,98,66,60,53,0,30,21
3,2004,13,2,1750,50,290478267,25,96,32,1,179,126,C#,Minor,75,48,52,20,0,19,37
2,1881,3,30,629,9,164146011,14,92,22,2,26,131,D,Major,77,53,72,42,0,10,4
1,1989,12,25,3007,3,556051652,25,3,49,0,1,146,D,Major,86,55,98,26,0,13,19
1,1874,1,26,2226,0,239432535,52,3,44,13,6,89,G#,Minor,73,60,49,30,0,24,10
1,2147,5,14,1594,0,58110544,1,0,5,0,0,75,A#,Minor,55,53,44,82,0,8,34
1,2053,6,11,297,0,85047321,0,18,6,0,0,161,G#,Minor,63,64,87,4,0,23,11
2,1946,4,11,4155,0,1059936767,121,88,270,0,1,121,B,Minor,71,81,80,9,0,20,11
1,2036,2,5,775,11,239034752,24,19,15,1,4,113,G#,Minor,88,69,70,4,0,15,4
2,1918,5,11,3186,0,286635868,41,28,42,0,0,125,,Major,55,39,83,4,0,11,33
2,1827,5,26,398,5,43266641,22,83,6,0,123,130,B,Major,80,61,61,6,0,17,3
1,1997,1,1,21679,39,1530314252,105,83,4020,5,0,120,G,Major,87,70,60,0,0,37,9
1,2086,1,10,242,0,80774549,2,11,10,0,0,138,E,Minor,56,43,89,9,0,57,6
1,1971,4,13,668,0,142038910,5,30,15,0,0,98,F#,Major,88,42,54,1,0,13,17
1,2206,5,11,2844,3,856125394,23,20,131,0,12,182,A,Major,36,38,101,0,59,5,5
1,1814,1,1,5685,0,211455840,52,80,835,0,0,151,G,Major,80,80,66,21,0,34,5
3,1952,4,29,5437,13,562489273,125,79,76,0,37,80,C#,Major,44,31,61,30,0,7,33
2,1822,10,19,630,14,222048416,19,60,18,5,50,90,B,Major,74,85,56,54,0,5,2
1,1918,9,17,422,10,224638965,2,120,12,0,1,128,G,Major,100,55,62,7,0,58,9
1,2071,8,18,1898,17,590945722,62,110,74,1,12,87,,Major,87,68,72,2,0,26,10
1,1967,5,19,2531,0,287817042,18,3,42,0,0,151,D#,Major,51,43,57,74,0,10,4
1,2129,1,1,29094,42,2014124402,194,101,3424,12,149,132,C#,Minor,66,49,65,6,0,12,4
1,2079,11,30,3258,20,525552141,60,45,145,1,106,115,F,Major,65,49,66,10,0,11,3
2,2210,3,29,1373,0,80036897,22,0,18,0,34,75,G#,Major,68,85,60,55,0,23,30
1,1889,6,25,3751,0,490220830,30,6,45,0,1,116,D#,Major,88,61,51,48,0,37,19
1,2038,7,7,71,36,29500045,9,160,4,4,31,130,E,Minor,80,50,74,54,0,12,5
2,1917,7,11,10647,17,1259281867,21,0,396,0,,88,G#,Major,64,40,57,9,0,51,6
2,1900,3,17,3043,43,552717900,51,109,62,13,359,160,D,Minor,73,53,46,22,0,8,33
1,1866,1,7,987,0,67762152,1,17,12,0,0,90,A,Minor,27,14,41,48,0,19,3
2,1905,5,13,1994,0,57844287,1,0,3,0,0,175,A,Major,74,24,59,29,0,37,32
1,1858,11,18,466,7,183241292,13,124,9,0,12,143,E,Minor,76,65,92,4,0,48,18
1,1983,8,23,825,12,264913882,20,139,12,0,13,128,,Major,73,85,90,11,0,9,12
1,2054,9,16,1476,18,438626065,49,127,61,0,2,109,,Major,90,63,72,0,0,17,4
3,1967,2,5,1687,9,212234107,0,0,21,0,0,123,B,Minor,63,37,90,1,9,15,4
3,1873,5,10,717,2,124487428,18,0,25,0,28,143,D#,Minor,66,78,36,47,0,7,46
3,2070,4,4,605,13,131385759,4,14,12,5,53,198,B,Major,47,87,54,11,0,25,6
2,2029,2,19,750,8,349197109,16,33,6,1,0,114,G#,Major,77,106,64,51,0,27,12
2,2010,3,4,6218,4,713876699,201,44,482,9,36,100,G#,Major,75,94,72,18,0,30,4
2,2147,11,4,1034,0,116507853,5,5,3,0,0,132,F,Major,92,61,62,0,0,13,18
2,1820,2,21,23456,22,2097952902,327,197,2893,3,28,111,B,Minor,59,46,65,3,0,17,4
1,2022,1,7,964,0,75704249,1,16,11,0,0,82,A,Minor,28,13,38,54,0,19,3
1,1910,6,27,3312,0,506860046,30,6,42,0,1,113,D#,Major,84,67,53,54,0,32,21
1,2048,5,6,4539,34,907794964,78,106,92,9,2,90,F,Minor,79,27,65,31,0,13,3
2,2094,11,20,18769,0,1003673412,91,58,3996,0,0,86,F#,Minor,77,57,73,4,0,45,22
2,2044,6,2,26246,10,1827313112,569,127,2854,6,,113,A,Minor,74,62,87,4,0,8,11
1,2129,11,2,12819,7,1240536978,181,78,274,6,17,119,D#,Minor,84,62,62,36,1,11,4
3,2045,9,8,784,0,160832977,13,1,47,0,0,90,G,Major,95,48,53,34,0,31,23
2,1869,9,4,5162,0,422879999,31,125,7,0,4,146,D#,Major,35,16,63,2,0,31,9
3,2022,13,16,1163,20,227595401,42,23,53,4,85,84,F#,Minor,82,100,79,45,0,18,11
2,1950,4,27,371,8,84471442,16,95,11,0,59,113,B,Minor,72,28,76,1,0,39,6
1,2198,5,2,596,0,240426774,17,76,9,0,0,97,G,Major,94,46,66,5,0,12,13
1,1908,5,23,7373,42,1124360059,145,120,172,14,190,127,G,Minor,91,90,73,62,0,21,4
1,1956,8,21,2054,16,566661527,57,115,80,1,14,92,,Major,83,75,67,2,0,25,9
1,1974,3,17,3317,0,1301925747,12,9,271,0,6,153,A,Minor,56,25,43,71,0,16,6
1,1824,6,10,1959,8,232215191,106,71,105,1,7,100,A#,Minor,63,77,70,33,0,23,7
1,2121,11,24,15449,0,449915521,204,31,453,0,0,117,,Major,60,21,62,0,2,25,3
2,1986,5,14,264,5,86289054,7,59,4,1,99,116,G#,Major,64,45,44,78,0,10,3
1,1867,7,7,150,16,40341982,16,70,5,0,7,140,D,Major,48,21,65,1,0,11,3
1,2212,6,10,786,0,325496526,5,142,17,0,3,71,G#,Major,78,73,82,2,0,4,17
2,2001,13,8,719,24,2509,19,114,20,10,66,165,A#,Major,47,82,68,17,0,11,4
2,2172,11,23,7529,17,601522085,106,175,299,2,,122,,Minor,54,16,65,0,0,11,4
1,1975,1,1,7676,41,845767757,98,101,150,4,80,92,D,Major,64,46,84,0,0,13,4
2,2000,3,23,400,0,72548152,15,16,5,0,1,143,B,Minor,67,10,73,8,44,32,8
1,2175,5,23,2709,92,123851061,0,0,142,37,0,114,B,Minor,64,78,84,2,0,33,5
1,2123,6,2,571,7,159407853,13,1,8,0,1,108,F,Minor,73,64,98,44,0,12,11
1,2067,5,16,1142,79,102748680,64,208,45,11,957,133,C#,Minor,86,20,68,13,0,28,9
2,1864,5,4,108,0,32854023,5,10,5,0,0,157,B,Minor,57,20,49,37,0,39,5
2,1990,3,24,1541,0,75749962,24,0,18,0,36,81,G#,Major,71,86,69,55,0,20,30
1,2047,4,11,395,15,116292813,15,110,7,0,54,124,E,Minor,68,35,80,1,0,8,5
1,2130,10,18,40920,18,1371839355,32,0,5179,6,0,81,F#,Minor,59,91,90,2,0,9,5
3,2134,2,5,1731,11,191688197,0,0,21,0,0,131,B,Minor,72,39,97,1,10,14,4
2,2073,11,22,1338,0,99811794,49,8,57,0,0,85,G,Major,96,65,62,5,0,18,8
1,1828,9,23,1646,0,186276775,8,6,14,0,2,187,,Major,35,35,15,104,0,11,5
3,2001,7,17,6232,50,2016697270,208,42,6689,2,0,134,D,Major,66,81,86,3,0,9,8
1,1964,1,7,12807,3,1928086202,184,58,438,0,,146,A#,Major,59,23,45,70,0,11,7
1,1940,12,8,773,0,70882471,6,17,1,0,0,108,G,Minor,55,53,62,65,0,9,25
2,1959,5,12,2156,25,150055805,69,143,74,2,443,149,D#,Major,91,74,41,16,0,10,33
1,1962,3,7,7096,0,918107189,116,43,574,1,,69,A,Minor,47,28,35,83,0,15,4
2,2098,12,15,1778,15,228659087,31,14,36,2,48,102,G,Minor,86,66,74,8,0,12,5
3,1841,2,24,1167,0,104202731,31,3,19,0,18,137,C#,Minor,87,41,66,8,0,10,6
1,2177,11,7,5678,0,921960544,90,93,173,0,12,94,B,Major,73,19,42,22,4,33,8
2,2031,4,22,320,2,251014293,4,32,11,1,1,147,D#,Major,53,15,45,59,0,14,3
1,2179,10,1,1151,0,311613333,21,100,43,0,2,127,A,Major,88,96,84,10,0,8,7
3,1975,8,27,3474,29,515566283,79,63,59,6,3,107,B,Minor,80,60,89,22,0,10,5
1,2096,4,8,4930,0,746019763,142,12,81,0,0,82,F#,Major,86,46,56,44,0,14,24
1,1831,4,14,3316,103,361288438,77,148,194,25,1229,137,D,Minor,46,34,40,89,0,10,3
1,1974,1,1,2988,0,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,16,0,57,0,0,100,A,Major,56,71,74,8,0,16,3
1,2125,2,22,306,0,129868793,8,68,9,0,0,195,B,Minor,38,28,71,4,0,6,30
1,2194,3,20,6013,26,1120907119,113,38,87,0,,168,D,Major,61,43,69,21,0,39,6
2,1965,9,23,1526,0,223348416,46,6,16,0,4,94,D,Minor,75,40,77,27,0,15,6
1,1829,10,23,3056,9,509528582,74,32,82,5,26,135,B,Minor,79,94,88,8,0,13,3
3,2037,3,20,5581,0,311958277,146,68,141,0,5,112,E,Minor,64,47,72,3,0,16,4
1,1915,1,1,15655,0,807051292,174,180,200,0,,145,G#,Major,71,81,44,69,0,41,5
1,1979,5,22,381,64,79489400,9,102,5,0,61,106,C#,Major,81,64,70,29,0,12,13
1,2113,5,6,2386,0,432387368,28,42,22,0,5,71,F,Major,59,67,91,37,0,19,29
1,2018,5,10,985,27,126067130,40,48,78,11,30,146,B,Major,76,34,46,83,0,9,11
3,1923,1,1,51116,0,923610498,214,1,7572,0,0,111,F#,Minor,84,94,76,4,0,10,4
2,1832,3,24,847,3,131765184,18,136,24,1,0,132,F,Minor,46,43,88,0,0,43,7
2,2210,1,16,370,0,133383602,10,0,42,0,0,168,D,Minor,72,90,49,63,0,9,7
2,2010,4,1,1434,2,192145378,23,17,10,0,5,163,C#,Major,70,44,73,19,0,11,27
3,2149,10,5,3688,23,834798798,60,61,53,6,0,158,E,Minor,65,15,72,9,0,8,8
2,1885,5,5,2255,20,567006454,28,70,22,2,0,107,B,Minor,87,43,69,2,0,68,4
2,2065,5,6,8372,42,1337804762,106,126,144,26,46,95,C#,Minor,99,44,65,9,0,8,8
2,1990,10,4,1538,0,140585903,23,7,14,0,0,134,G#,Minor,97,25,58,1,0,7,29
1,2198,11,19,2711,0,243633986,48,0,105,0,0,184,A#,Major,60,47,47,11,0,14,14
1,1822,1,8,12218,3,1729849963,191,58,519,0,,138,A#,Major,61,22,42,80,0,10,7
1,2054,2,24,946,38,190675518,14,27,33,6,0,85,,Major,53,59,44,84,0,16,42
1,1996,9,29,525,0,294886156,1,0,18,0,24,181,C#,Major,74,59,56,8,21,12,7
2,2027,2,24,4433,48,638181462,126,113,176,18,366,177,E,Minor,68,55,66,73,0,9,28
1,2208,5,21,3456,0,795447559,19,21,91,0,7,188,A,Major,42,21,31,91,0,35,4
3,1917,11,20,1192,0,198327459,20,36,12,0,0,147,C#,Major,63,55,61,12,0,6,34
1,2143,7,9,1768,14,697902488,1,10,3,0,0,132,G#,Major,61,4,56,7,39,8,3
1,1841,1,1,13285,46,1270206742,94,109,2083,5,559,110,D,Minor,58,44,72,0,0,14,3
1,2013,1,7,1159,0,59653752,1,5,6,0,0,115,A#,Major,78,24,63,32,0,22,3
2,1893,11,11,793,4,196977041,22,3,0,0,0,98,C#,Major,55,69,74,12,0,35,8
2,2023,3,18,2963,46,585228074,47,111,67,13,352,155,D,Minor,86,56,49,21,0,8,33
1,1828,5,21,3516,3,371773188,30,9,83,0,0,114,D,Major,53,42,28,86,0,9,4
1,1990,6,10,796,0,320532873,5,136,18,0,3,83,G#,Major,76,76,86,2,0,4,18
2,2082,9,11,13770,28,2168680122,202,103,1088,2,133,121,E,Minor,32,11,28,96,0,10,3
1,1871,9,15,1382,17,522222053,57,119,67,0,2,102,,Major,83,68,68,0,0,18,4
1,1959,10,32,2521,0,326312785,50,14,37,0,1,73,D,Major,75,12,45,0,0,35,13
2,2043,5,20,885,0,59543188,35,2,31,0,1,126,C#,Major,83,20,73,1,0,16,4
1,1894,5,6,9250,40,1295350623,116,120,126,14,156,98,F,Minor,62,20,75,9,0,13,24
1,2021,1,22,2229,18,471337021,19,65,49,0,21,129,A#,Major,67,56,88,1,0,13,12
1,1833,6,11,6357,7,983143266,113,40,152,3,28,185,G#,Major,44,26,33,84,0,15,5
1,1987,11,10,21523,35,1698975140,88,66,494,0,13,105,A#,Minor,66,47,54,29,0,6,30
2,2103,13,21,430,4,98988830,6,1,21,0,1,81,C#,Major,49,43,36,72,0,11,31
1,1950,4,10,2671,13,326579637,47,89,1,0,7,137,F#,Major,63,51,79,5,0,9,3
2,2038,10,6,4635,38,689312044,61,81,82,11,15,105,C#,Minor,83,43,55,0,0,10,31
2,2049,11,19,16159,0,829428866,90,65,4538,0,0,82,F#,Minor,76,56,80,4,0,41,21
1,1848,1,8,801,0,43812509,0,2,2,0,0,88,F,Minor,48,54,46,73,0,10,11
1,2140,8,26,634,0,193262448,15,83,15,1,2,118,D#,Minor,79,83,88,13,0,32,12
1,2201,11,9,23759,5,2163976550,290,96,2334,0,34,107,E,Major,55,56,39,80,0,28,48
1,2005,3,18,6323,23,1110421925,103,39,96,0,,149,D,Major,61,41,80,22,0,37,6
1,2045,1,1,8254,41,836048045,92,119,162,4,85,97,D,Major,54,51,77,0,0,12,4
3,1882,1,8,1554,0,89429896,6,18,7,0,0,134,C#,Major,43,27,61,35,0,62,3
2,2016,6,23,6979,36,768233935,76,61,123,8,0,93,C#,Minor,86,49,67,37,0,9,9
1,2144,1,10,267,0,80204825,2,13,9,0,0,130,E,Minor,56,43,85,9,0,58,6
1,2038,1,31,551,0,100020351,10,56,0,0,106,95,G#,Major,52,69,90,0,0,15,3
2,2088,4,20,4420,9,652857784,121,72,212,14,1,173,F,Major,71,52,60,25,0,8,29
1,1955,10,26,466,9,208531777,9,110,15,1,28,134,F,Major,58,23,69,0,0,13,3
1,2110,3,31,35681,1,1897864731,288,112,1425,0,5,139,C#,Minor,94,43,62,0,0,9,13
2,2222,12,4,1679,0,149210531,22,8,14,0,0,137,G#,Minor,96,25,54,1,0,8,35
1,2132,11,12,8871,1,769386749,86,23,189,0,2,145,E,Minor,45,25,86,22,0,14,6
1,1907,1,34,20601,25,2450099031,259,114,2794,9,34,123,A#,Minor,79,77,84,4,0,24,11
1,1946,6,9,1077,0,98679230,54,14,19,0,0,91,D#,Minor,63,28,65,4,0,18,4
3,2179,3,2,1127,33,158679762,10,44,20,0,1,94,B,Major,77,54,72,34,0,9,7
1,2108,11,9,861,0,95265828,6,22,3,0,0,74,,Major,59,20,20,85,0,11,5
1,2172,11,20,1494,0,203046953,10,3,13,0,0,118,G,Major,82,10,53,18,0,30,18
2,1915,1,28,7942,0,735256780,87,34,134,0,0,93,G#,Major,83,79,74,3,0,18,11
2,1864,12,4,465,0,73937358,8,1,8,0,0,103,D,Minor,65,24,47,54,35,15,3
1,2101,10,31,576,0,308634984,1,0,18,0,24,172,C#,Major,76,63,55,9,19,11,8
1,2068,5,6,2589,32,722881709,19,61,33,6,0,129,A#,Major,92,40,51,7,0,14,5
2,1901,11,32,3648,34,519165341,42,80,51,10,8,111,G#,Major,66,56,68,31,0,34,20
1,2006,13,9,709,0,53477801,0,9,2,0,0,116,B,Major,46,34,74,83,0,36,9
2,2074,3,3,322,0,63185183,15,36,1,0,0,148,E,Major,47,49,83,11,0,11,3
1,1857,4,31,2404,7,369978091,48,43,84,1,221,72,A#,Major,39,30,59,32,0,14,5
3,2198,5,12,1004,34,82594043,40,60,45,8,195,137,B,Minor,79,84,81,4,0,21,6
3,2208,2,5,1652,10,197553289,0,0,21,0,0,140,B,Minor,70,33,82,1,9,15,4
1,2059,3,21,6416,7,1252966954,87,1,239,0,2,97,F,Major,47,23,46,67,0,32,3
2,1999,1,1,46185,0,1417344631,203,147,6287,1,,129,,Major,79,75,56,52,0,10,4
1,2142,8,5,2290,15,279136611,71,99,59,0,150,79,G#,Major,43,40,68,21,0,7,7
2,2119,1,16,325,0,138140285,9,0,38,0,0,160,D,Minor,81,92,50,68,0,8,6
1,2076,6,7,3260,10,502341976,105,71,104,1,1,193,F,Major,73,69,76,15,0,14,20
1,1870,11,19,1773,0,278648499,40,47,21,0,0,187,D,Major,64,36,57,2,0,4,31
1,2161,5,6,8655,45,1169626383,112,137,129,15,171,117,F,Minor,60,18,76,11,0,14,27
4,2025,1,15,11694,0,881821741,212,58,673,0,18,124,D,Major,80,88,87,1,0,30,13
2,2027,12,25,1219,32,614558025,13,8,5,0,1,93,F,Minor,59,53,49,41,5,9,11
2,2114,12,20,708,1,127379480,0,0,32,0,,124,D#,Minor,46,12,81,0,0,9,4
2,2137,1,7,1125,0,96081714,9,11,9,0,0,103,D,Major,79,81,79,10,0,34,21
1,1881,7,31,2065,0,407856883,20,0,40,0,0,85,,Major,42,12,55,7,0,23,3
1,1925,9,10,1411,0,257554061,2,0,13,0,10,134,D,Major,74,36,59,11,0,11,9
1,2130,1,1,14565,0,1027799578,265,30,588,0,15,108,G#,Minor,74,22,61,39,2,10,21
1,2058,6,5,32,36,41928919,2,109,8,0,0,93,C#,Minor,50,31,44,9,0,76,4
1,2091,6,5,6031,14,445464842,3,1,40,1,39,98,F,Minor,51,62,82,0,1,9,4
1,2051,11,29,23618,0,1470466210,368,131,2260,0,,163,G,Major,35,31,66,17,0,7,4
1,1983,1,7,2633,6,382207505,13,94,31,0,3,131,A,Minor,67,55,64,4,0,17,3
1,2130,5,12,467,0,154668270,5,39,1,0,0,158,F#,Minor,73,90,58,49,0,10,4
1,2021,11,23,3331,8,494455713,75,32,83,5,29,124,B,Minor,82,100,87,8,0,13,3
1,2009,9,12,7505,0,941563235,155,12,609,18,,124,E,Major,74,39,54,32,0,39,5
1,2118,6,9,339,0,110459073,5,38,11,0,0,112,D,Major,66,27,50,40,0,25,4
2,2067,4,1,1305,2,172784997,21,16,10,0,5,183,C#,Major,71,42,73,18,0,12,26
1,2101,1,1,8341,40,773412021,95,104,166,4,84,102,D,Major,66,48,78,0,0,11,4
2,2198,1,1,17721,34,1316502864,114,80,942,1,529,118,,Major,51,80,97,8,0,5,25
1,1983,4,22,1860,0,148129323,4,2,47,0,0,92,E,Minor,66,31,42,87,22,11,3
